Date,Open,High,Low,Close,Adj Close,Volume
2007-06-28,150.380005,151.410004,149.669998,150.380005,113.097496,157705000
2007-06-29,150.899994,151.649994,149.149994,150.429993,113.135056,199701800
2007-07-02,150.869995,151.919998,150.770004,151.789993,114.157890,103357000
2007-07-03,152.179993,152.500000,151.990005,152.339996,114.571564,54048400
2007-07-05,152.399994,152.559998,151.630005,152.179993,114.451195,89279000
2007-07-06,152.380005,153.169998,151.929993,152.979996,115.052887,81109000
2007-07-09,153.160004,153.360001,152.619995,153.100006,115.143127,72348100
2007-07-10,152.289993,152.610001,150.770004,150.919998,113.503540,180362600
2007-07-11,150.750000,152.050003,150.520004,151.990005,114.308342,175607600
2007-07-12,152.369995,154.750000,152.339996,154.389999,116.113304,133882500
2007-07-13,154.570007,155.460007,154.389999,154.850006,116.459244,111794300
2007-07-16,154.990005,155.529999,154.580002,154.830002,116.444244,98378700
2007-07-17,154.929993,155.479996,154.679993,154.750000,116.384102,126201300
2007-07-18,154.229996,154.800003,153.300003,154.470001,116.173447,237887400
2007-07-19,155.199997,155.529999,154.750000,155.070007,116.624710,145212700
2007-07-20,154.889999,154.990005,152.830002,153.500000,115.443947,245502500
2007-07-23,154.179993,154.720001,153.300003,153.970001,115.797432,121183900
2007-07-24,153.119995,154.279999,150.759995,151.300003,113.789375,256732400
2007-07-25,152.020004,152.389999,150.250000,151.610001,114.022507,265214500
2007-07-26,150.190002,150.800003,146.389999,148.020004,111.322594,467592500
2007-07-27,148.210007,148.869995,145.050003,145.110001,109.134026,422987600
2007-07-30,145.929993,147.809998,145.289993,147.380005,110.841225,283017500
2007-07-31,148.330002,149.460007,145.039993,145.720001,109.592812,316976700
2007-08-01,145.179993,147.009995,143.949997,146.429993,110.126793,467670000
2007-08-02,146.759995,147.759995,145.259995,147.600006,111.006683,294758400
2007-08-03,147.279999,147.580002,143.199997,143.800003,108.148796,359398200
2007-08-06,144.210007,146.830002,142.529999,146.210007,109.961357,324980000
2007-08-07,145.940002,149.000000,145.229996,147.770004,111.134552,232568700
2007-08-08,148.410004,150.589996,147.339996,149.830002,112.683807,274930600
2007-08-09,147.429993,148.949997,145.289993,145.389999,109.344627,357622100
2007-08-10,144.389999,146.500000,143.119995,144.710007,108.833199,411018400
2007-08-13,146.500000,146.889999,145.020004,145.229996,109.224251,181917200
2007-08-14,145.699997,146.059998,142.720001,143.009995,107.554649,264134500
2007-08-15,142.720001,144.460007,140.619995,141.039993,106.073074,323834000
2007-08-16,139.789993,142.940002,137.000000,142.100006,106.870285,546743700
2007-08-17,145.500000,145.809998,141.389999,144.710007,108.833199,388218100
2007-08-20,145.169998,145.470001,143.289993,144.639999,108.780563,187320400
2007-08-21,144.600006,145.970001,144.139999,144.929993,108.998672,157066400
2007-08-22,146.009995,146.800003,145.330002,146.649994,110.292206,173156700
2007-08-23,147.339996,147.649994,145.610001,146.520004,110.194481,203915300
2007-08-24,146.479996,148.330002,146.279999,148.330002,111.555664,128901900
2007-08-27,147.850006,148.330002,146.729996,146.949997,110.517853,113024300
2007-08-28,146.160004,146.250000,143.460007,143.720001,108.088631,219790700
2007-08-29,144.369995,146.740005,143.960007,146.539993,110.209503,207654200
2007-08-30,145.449997,147.190002,145.309998,146.149994,109.916222,191817300
2007-08-31,147.649994,148.500000,146.830002,147.589996,110.999153,185477500
2007-09-04,147.449997,149.979996,147.399994,149.080002,112.119743,120062000
2007-09-05,148.199997,148.360001,147.000000,147.789993,111.149605,166261800
2007-09-06,147.949997,148.610001,147.119995,148.130005,111.405266,127878400
2007-09-07,146.479996,146.889999,145.259995,146.070007,109.856033,235447600
2007-09-10,146.520004,146.720001,144.330002,145.789993,109.645432,192305900
2007-09-11,146.240005,147.699997,146.130005,147.490005,110.923943,162081900
2007-09-12,147.289993,148.440002,146.979996,147.869995,111.209793,149554600
2007-09-13,148.550003,149.449997,148.199997,148.910004,111.991928,154079000
2007-09-14,147.960007,149.089996,147.740005,148.899994,111.984367,121911000
2007-09-17,148.309998,148.649994,147.630005,148.100006,111.382767,109870800
2007-09-18,148.830002,152.500000,148.130005,152.460007,114.661819,263759500
2007-09-19,153.410004,154.389999,152.710007,153.360001,115.338631,193779900
2007-09-20,153.339996,153.429993,152.110001,152.279999,114.526428,175186800
2007-09-21,152.710007,153.119995,151.740005,151.970001,114.835480,141457500
2007-09-24,152.419998,152.820007,151.360001,151.690002,114.623909,139450200
2007-09-25,150.809998,151.660004,150.470001,151.389999,114.397209,142289900
2007-09-26,152.250000,152.770004,151.389999,152.190002,115.001762,135547000
2007-09-27,152.910004,153.100006,152.190002,153.089996,115.681854,102713300
2007-09-28,152.850006,153.190002,151.979996,152.580002,115.296432,133372100
2007-10-01,152.600006,154.750000,152.500000,154.300003,116.596176,148162300
2007-10-02,154.610001,154.649994,153.809998,154.089996,116.437469,112978800
2007-10-03,153.809998,154.410004,153.009995,153.779999,116.203201,119055900
2007-10-04,154.110001,154.259995,153.589996,154.020004,116.384628,76864400
2007-10-05,155.029999,156.100006,154.630005,155.850006,117.767426,134579700
2007-10-08,155.389999,155.490005,154.770004,155.020004,117.140205,71280400
2007-10-09,155.600006,156.500000,155.029999,156.479996,118.243423,94054300
2007-10-10,156.039993,156.440002,155.410004,156.220001,118.046989,101711100
2007-10-11,156.929993,157.520004,154.539993,155.470001,117.480247,233529100
2007-10-12,155.460007,156.350006,155.270004,156.330002,118.130135,124546700
2007-10-15,156.270004,156.360001,153.940002,155.009995,117.132607,161151900
2007-10-16,154.410004,154.520004,153.470001,153.779999,116.203201,166525700
2007-10-17,154.979996,155.089996,152.470001,154.250000,116.558372,216687300
2007-10-18,153.449997,154.190002,153.080002,153.690002,116.135246,148367500
2007-10-19,153.089996,156.479996,149.660004,149.669998,113.097496,297169900
2007-10-22,148.860001,150.759995,148.660004,150.539993,113.754890,261989800
2007-10-23,151.460007,151.949997,150.250000,151.759995,114.676788,180085100
2007-10-24,151.210007,151.740005,148.839996,151.479996,114.465172,326694200
2007-10-25,151.649994,152.289993,149.880005,151.839996,114.737251,237374500
2007-10-26,153.059998,153.619995,151.899994,153.619995,116.082306,176484000
2007-10-29,153.929993,154.440002,153.550003,154.130005,116.467690,106841000
2007-10-30,153.449997,153.750000,152.869995,153.059998,115.659142,132981600
2007-10-31,153.979996,155.270004,152.839996,154.649994,116.860657,220954400
2007-11-01,153.289993,153.410004,150.589996,151.029999,114.125191,333040800
2007-11-02,151.529999,152.000000,149.210007,151.199997,114.253639,331228200
2007-11-05,149.639999,151.160004,148.970001,150.050003,113.384651,226841000
2007-11-06,150.860001,152.110001,149.899994,152.070007,114.911064,177800500
2007-11-07,150.440002,151.130005,147.550003,147.910004,111.767586,306639700
2007-11-08,147.990005,148.399994,145.070007,147.160004,111.200859,374509900
2007-11-09,145.690002,147.539993,144.889999,145.139999,109.674431,277745100
2007-11-12,145.210007,146.610001,143.699997,143.699997,108.586311,243087800
2007-11-13,145.369995,148.309998,145.220001,148.080002,111.896019,191117400
2007-11-14,149.220001,149.399994,146.779999,147.669998,111.586197,230558800
2007-11-15,146.570007,147.490005,144.520004,145.539993,109.976662,263111100
2007-11-16,146.309998,146.470001,144.570007,145.789993,110.165588,308770600
2007-11-19,145.279999,145.360001,143.190002,143.759995,108.631599,267746000
2007-11-20,144.020004,145.529999,142.110001,144.639999,109.296638,414767500
2007-11-21,143.080002,143.910004,141.669998,141.679993,107.059906,259012400
2007-11-23,143.070007,144.339996,142.699997,144.130005,108.911224,77688400
2007-11-26,144.429993,144.880005,140.660004,140.949997,106.508240,214232000
2007-11-27,141.740005,143.229996,140.949997,142.570007,107.732422,293897900
2007-11-28,144.190002,147.470001,144.139999,147.130005,111.178162,258596900
2007-11-29,146.619995,147.720001,146.100006,147.179993,111.215942,199409900
2007-11-30,149.039993,149.869995,147.330002,148.660004,112.334305,222908000
2007-12-03,148.190002,148.449997,147.289993,147.679993,111.593765,146430400
2007-12-04,146.660004,147.539993,146.309998,146.360001,110.596306,136533900
2007-12-05,147.929993,149.199997,147.830002,148.809998,112.447662,171130000
2007-12-06,148.630005,151.210007,148.570007,150.940002,114.057144,154457400
2007-12-07,151.419998,151.500000,150.550003,150.910004,114.034500,148980100
2007-12-10,151.279999,152.250000,150.860001,152.080002,114.918610,123914300
2007-12-11,152.139999,152.889999,147.830002,147.910004,111.767586,250346400
2007-12-12,151.059998,151.770004,147.199997,149.369995,112.870811,322435600
2007-12-13,148.320007,149.389999,147.300003,149.059998,112.636528,237551300
2007-12-14,147.929993,149.100006,147.100006,147.169998,111.208366,159152900
2007-12-17,146.610001,146.869995,144.860001,145.070007,109.621544,177269400
2007-12-18,146.100006,146.479996,143.960007,145.880005,110.233589,245569300
2007-12-19,145.940002,146.889999,144.940002,145.880005,110.233589,198917200
2007-12-20,146.839996,146.860001,145.179993,146.800003,110.928787,214813800
2007-12-21,147.369995,148.419998,147.089996,148.130005,112.527855,146084400
2007-12-24,148.820007,149.479996,148.479996,149.229996,113.363525,45601400
2007-12-26,148.649994,149.679993,148.500000,149.550003,113.606583,67093100
2007-12-27,149.020004,149.029999,147.320007,147.669998,112.178406,122981700
2007-12-28,148.539993,148.610001,146.899994,147.300003,111.897369,116398100
2007-12-31,147.100006,147.610001,146.059998,146.210007,111.069359,108126800
2008-01-02,146.529999,146.990005,143.880005,144.929993,110.096970,204935600
2008-01-03,144.910004,145.490005,144.070007,144.860001,110.043816,125133300
2008-01-04,143.339996,143.440002,140.910004,141.309998,107.346992,232330900
2008-01-07,141.809998,142.229996,140.100006,141.190002,107.255836,234991000
2008-01-08,142.080002,142.899994,138.440002,138.910004,105.523834,326365700
2008-01-09,139.089996,140.789993,137.699997,140.369995,106.632942,301824900
2008-01-10,139.679993,142.800003,139.369995,141.289993,107.331787,335701200
2008-01-11,140.779999,141.899994,139.000000,140.149994,106.465805,267076600
2008-01-14,141.160004,141.860001,140.399994,141.279999,107.324219,170365500
2008-01-15,139.789993,141.490005,137.899994,138.169998,104.961716,239940100
2008-01-16,137.360001,139.119995,136.279999,136.979996,104.057701,378802600
2008-01-17,137.809998,137.880005,132.929993,133.429993,101.360924,397892600
2008-01-18,134.740005,135.020004,131.100006,132.059998,100.320198,348561500
2008-01-22,127.209999,132.429993,126.000000,130.720001,99.302277,435923700
2008-01-23,127.089996,134.190002,126.839996,133.860001,101.687569,511913000
2008-01-24,134.479996,135.460007,133.309998,134.990005,102.545998,259949300
2008-01-25,136.509995,136.759995,132.600006,133.039993,101.064667,269603900
2008-01-28,133.259995,135.520004,132.059998,135.240005,102.735901,217934600
2008-01-29,136.100006,136.449997,134.880005,135.910004,103.244904,168968300
2008-01-30,135.580002,138.539993,134.600006,134.910004,102.485245,334939200
2008-01-31,133.399994,138.539993,133.199997,137.369995,104.353966,343680800
2008-02-01,137.940002,139.610001,137.520004,139.580002,106.032806,206843600
2008-02-04,139.210007,139.300003,137.639999,137.820007,104.695808,124694300
2008-02-05,135.940002,136.250000,133.669998,134.130005,101.892708,286882500
2008-02-06,134.580002,135.250000,132.410004,133.050003,101.072243,250792900
2008-02-07,131.800003,134.789993,131.729996,133.929993,101.740746,297368100
2008-02-08,133.089996,134.220001,132.100006,133.070007,101.087440,221643500
2008-02-11,133.100006,134.229996,132.039993,133.750000,101.604012,188576300
2008-02-12,134.910004,136.309998,133.979996,134.990005,102.545998,256654400
2008-02-13,136.009995,137.059998,135.139999,136.369995,103.594330,181967800
2008-02-14,136.949997,137.000000,134.789993,135.169998,102.682709,215207200
2008-02-15,134.500000,135.220001,133.910004,135.139999,102.659912,154110300
2008-02-19,136.720001,136.889999,134.610001,135.520004,102.948624,145190000
2008-02-20,133.990005,136.550003,133.759995,135.919998,103.252464,220085700
2008-02-21,136.660004,137.009995,134.070007,134.789993,102.394028,201051200
2008-02-22,134.970001,135.850006,132.860001,135.619995,103.024582,205491000
2008-02-25,135.539993,137.649994,134.779999,137.330002,104.323570,190107000
2008-02-26,136.750000,138.949997,136.500000,138.360001,105.106049,212420700
2008-02-27,137.559998,139.139999,137.410004,138.220001,104.999687,168395800
2008-02-28,137.240005,137.960007,136.550003,136.869995,103.974152,170831100
2008-02-29,135.600006,135.679993,132.779999,133.820007,101.657188,252715200
2008-03-03,133.139999,133.809998,132.240005,133.500000,101.414101,189483500
2008-03-04,132.229996,133.399994,130.990005,132.990005,101.026672,282513100
2008-03-05,133.419998,134.770004,132.339996,133.830002,101.664764,270681400
2008-03-06,132.979996,133.220001,130.550003,131.059998,99.560524,247911700
2008-03-07,129.770004,131.740005,128.580002,129.710007,98.535027,326434600
2008-03-10,129.839996,129.929993,127.589996,128.000000,97.236000,235683600
2008-03-11,130.720001,132.720001,128.949997,132.600006,100.730446,341440600
2008-03-12,132.740005,133.770004,131.160004,131.360001,99.788452,229161100
2008-03-13,129.610001,132.639999,128.600006,131.649994,100.008759,351504200
2008-03-14,132.770004,132.809998,127.779999,129.610001,98.459038,484687800
2008-03-17,126.570000,129.259995,126.070000,128.300003,97.463898,405311100
2008-03-18,130.619995,133.690002,129.979996,133.630005,101.512863,334416600
2008-03-19,134.139999,134.649994,130.039993,130.320007,98.998375,345971600
2008-03-20,130.050003,132.910004,129.259995,132.080002,100.832138,245320700
2008-03-24,133.309998,135.809998,133.240005,134.720001,102.847534,208977300
2008-03-25,134.860001,135.550003,133.770004,134.850006,102.946793,192947200
2008-03-26,134.460007,135.089996,133.110001,133.199997,101.687164,196934300
2008-03-27,134.199997,134.440002,132.360001,132.779999,101.366501,225153200
2008-03-28,132.990005,133.360001,131.059998,131.509995,100.396973,180896100
2008-03-31,131.289993,132.729996,131.089996,131.970001,100.748138,166692100
2008-04-01,133.610001,136.839996,133.509995,136.610001,104.290390,254547300
2008-04-02,137.050003,137.669998,135.979996,136.699997,104.359131,210910800
2008-04-03,135.960007,137.440002,135.710007,137.039993,104.618690,175884800
2008-04-04,137.119995,137.960007,136.119995,136.889999,104.504173,204446800
2008-04-07,137.869995,138.570007,136.740005,136.960007,104.557610,154245500
2008-04-08,136.190002,136.919998,135.949997,136.820007,104.450737,148937300
2008-04-09,136.610001,136.800003,134.889999,135.830002,103.694916,195610600
2008-04-10,135.419998,136.669998,134.899994,136.020004,103.839989,192967800
2008-04-11,134.490005,135.119995,133.009995,133.380005,101.824562,222973300
2008-04-14,133.190002,133.539993,132.550003,132.929993,101.481026,160522000
2008-04-15,133.580002,133.690002,132.330002,133.240005,101.717712,172389200
2008-04-16,134.539993,136.910004,134.520004,136.850006,104.473618,189268900
2008-04-17,136.020004,137.250000,135.660004,137.050003,104.626328,179665700
2008-04-18,138.940002,139.559998,138.259995,138.479996,105.717964,218530600
2008-04-21,138.229996,138.979996,137.850006,138.550003,105.771431,118587400
2008-04-22,138.190002,138.309998,136.899994,137.940002,105.305771,162166000
2008-04-23,138.089996,138.779999,137.119995,137.720001,105.137825,193309000
2008-04-24,138.080002,139.740005,137.039993,138.320007,105.595863,229381300
2008-04-25,139.399994,139.889999,137.910004,139.600006,106.573021,190788100
2008-04-28,139.880005,140.250000,139.380005,139.630005,106.595940,105610200
2008-04-29,139.389999,139.729996,138.610001,139.080002,106.176071,125514100
2008-04-30,139.289993,140.589996,138.259995,138.259995,105.550049,208395900
